genres,id,keywords,overview,popularity,release_date,runtime,status,title,vote_average,vote_count,actors,director,metadata_soup,weight_rating
"[12, 28, 53, 878]",2080,"[417, 1852, 2792, 6092, 8828]","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",5.954334,2009-04-28,107.0,Released,X-Men Origins: Wolverine,6.2,4021,"['6968', '23626', '6413', '21044', '10859']",Gavin Hood,key417 key1852 key2792 key6092 key8828 gen12 gen28 gen53 gen878 act6968 act23626 act6413 act21044 act10859  gavinhood,6.17
"[12, 28, 53, 878]",605,"[83, 310, 312, 334, 490]",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,73.313918,2003-11-05,129.0,Released,The Matrix Revolutions,6.4,3096,"['6384', '2975', '530', '1331', '9572']",Lilly Wachowski,key83 key310 key312 key334 key490 gen12 gen28 gen53 gen878 act6384 act2975 act530 act1331 act9572  lillywachowski,6.29
"[16, 12, 10751]",109445,"[2011, 4344, 7376, 10085, 10115]","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",165.125366,2013-11-27,102.0,Released,Frozen,7.3,5295,"['40462', '19394', '221611', '54415', '1188241']",Chris Buck,key2011 key4344 key7376 key10085 key10115 gen16 gen12 gen10751 act40462 act19394 act221611 act54415 act1188241  chrisbuck,6.99
"[12, 28, 53, 878]",604,"[83, 310, 312, 779, 780]","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",70.78591,2003-05-15,138.0,Released,The Matrix Reloaded,6.7,3443,"['6384', '530', '2975', '1331', '9443']",Lilly Wachowski,key83 key310 key312 key779 key780 gen12 gen28 gen53 gen878 act6384 act530 act2975 act1331 act9443  lillywachowski,6.49
"[28, 12, 14]",76338,"[8828, 9715, 9717, 171783, 179101]","Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",99.499595,2013-10-29,112.0,Released,Thor: The Dark World,6.8,4755,"['74568', '524', '91606', '4173', '2040']",Alan Taylor,key8828 key9715 key9717 key171783 key179101 gen28 gen12 gen14 act74568 act524 act91606 act4173 act2040  alantaylor,6.6
"[28, 12, 878, 53]",76341,"[2964, 3713, 4458, 4565, 5657]","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",434.278564,2015-05-13,120.0,Released,Mad Max: Fury Road,7.2,9427,"['2524', '6885', '3292', '26060', '1056053']",George Miller,key2964 key3713 key4458 key4565 key5657 gen28 gen12 gen878 gen53 act2524 act6885 act3292 act26060 act1056053  georgemiller,7.02
"[53, 9648]",13448,"[588, 716, 818, 1715, 5950]","Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",67.447636,2009-05-13,138.0,Released,Angels & Demons,6.5,2129,"['31', '3061', '8786', '1640', '17839']",Ron Howard,key588 key716 key818 key1715 key5950 gen53 gen9648 act31 act3061 act8786 act1640 act17839  ronhoward,6.31
"[12, 14, 28]",10195,"[1508, 5149, 5539, 8828, 9366]","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",86.493424,2011-04-21,115.0,Released,Thor,6.6,6525,"['74568', '524', '91606', '4173', '1640']",Kenneth Branagh,key1508 key5149 key5539 key8828 key9366 gen12 gen14 gen28 act74568 act524 act91606 act4173 act1640  kennethbranagh,6.49
"[35, 14]",62213,"[616, 2883, 3133, 10541, 11860]",Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,50.306728,2012-05-08,113.0,Released,Dark Shadows,5.7,2320,"['85', '1160', '1283', '17183', '9012']",Tim Burton,key616 key2883 key3133 key10541 key11860 gen35 gen14 act85 act1160 act1283 act17183 act9012  timburton,5.87
"[28, 12, 53]",177677,"[212, 470, 1201, 3289, 9663]","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",114.522237,2015-07-23,131.0,Released,Mission: Impossible - Rogue Nation,7.1,3224,"['500', '933238', '11108', '17604', '10182']",Christopher Mcquarrie,key212 key470 key1201 key3289 key9663 gen28 gen12 gen53 act500 act933238 act11108 act17604 act10182  christophermcquarrie,6.73
"[16, 10751]",49444,"[779, 3929, 7379, 8531, 10364]","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",51.247321,2011-05-25,91.0,Released,Kung Fu Panda 2,6.7,1880,"['70851', '11701', '4483', '64', '18897']",Jennifer Yuh Nelson,key779 key3929 key7379 key8531 key10364 gen16 gen10751 act70851 act11701 act4483 act64 act18897  jenniferyuhnelson,6.4
"[12, 28, 53]",956,"[220, 591, 716, 833, 1308]","Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",63.079003,2006-05-03,126.0,Released,Mission: Impossible III,6.5,2028,"['500', '1233', '10182', '8289', '1244']",J.J. Abrams,key220 key591 key716 key833 key1308 gen12 gen28 gen53 act500 act1233 act10182 act8289 act1244  j.j.abrams,6.31
"[28, 18, 53]",117251,"[840, 10410, 41249, 192099]","Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",39.004588,2013-06-27,131.0,Released,White House Down,6.4,1891,"['38673', '134', '125025', '1579', '28633']",Roland Emmerich,key840 key10410 key41249 key192099 gen28 gen18 gen53 act38673 act134 act125025 act1579 act28633  rolandemmerich,6.25
"[12, 18, 10752]",652,"[380, 596, 2035, 3258, 3265]","In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",66.803149,2004-05-13,163.0,Released,Troy,6.9,2759,"['287', '114', '8783', '1248', '48']",Wolfgang Petersen,key380 key596 key2035 key3258 key3265 gen12 gen18 gen10752 act287 act114 act8783 act1248 act48  wolfgangpetersen,6.58
"[28, 14, 35]",43074,"[5248, 15040, 161184, 162846]","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",66.21806,2016-07-14,116.0,Released,Ghostbusters,5.3,2142,"['55536', '41091', '1240487', '168452', '74568']",Paul Feig,key5248 key15040 key161184 key162846 gen28 gen14 gen35 act55536 act41091 act1240487 act168452 act74568  paulfeig,5.67
"[28, 53, 878, 12]",95,"[83, 90, 305, 843, 1423]","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",58.485967,1998-07-01,151.0,Released,Armageddon,6.4,2482,"['62', '879', '880', '882', '883']",Michael Bay,key83 key90 key305 key843 key1423 gen28 gen53 gen878 gen12 act62 act879 act880 act882 act883  michaelbay,6.27
"[28, 12, 35, 878]",608,"[83, 1308, 1381, 1568, 1826]","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",91.332849,2002-07-03,88.0,Released,Men in Black II,6.0,3114,"['2176', '2888', '9626', '6684', '9656']",Barry Sonnenfeld,key83 key1308 key1381 key1568 key1826 gen28 gen12 gen35 gen878 act2176 act2888 act9626 act6684 act9656  barrysonnenfeld,6.03
"[28, 53, 12]",56292,"[1721, 9663, 10364, 14601, 17992]","In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",77.77477,2011-12-07,133.0,Released,Mission: Impossible - Ghost Protocol,6.8,3972,"['500', '17604', '11108', '52851', '72118']",Brad Bird,key1721 key9663 key10364 key14601 key17992 gen28 gen53 gen12 act500 act17604 act11108 act52851 act72118  bradbird,6.58
"[14, 16, 10751]",81188,"[1566, 1991, 3030, 9923, 33597]","When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",61.788035,2012-11-21,97.0,Released,Rise of the Guardians,7.1,1922,"['62064', '7447', '9642', '52848', '6968']",Peter Ramsey,key1566 key1991 key3030 key9923 key33597 gen14 gen16 gen10751 act62064 act7447 act9642 act52848 act6968  peterramsey,6.61
"[18, 28, 10752, 36]",616,"[233, 1327, 1335, 1400, 1402]","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",52.341226,2003-12-05,154.0,Released,The Last Samurai,7.3,1895,"['500', '3899', '7676', '9186', '9188']",Edward Zwick,key233 key1327 key1335 key1400 key1402 gen18 gen28 gen10752 gen36 act500 act3899 act7676 act9186 act9188  edwardzwick,6.7
"[12, 18, 28]",147441,"[488, 3036, 157894, 209714, 211105]","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",101.599427,2014-12-03,150.0,Released,Exodus: Gods and Kings,5.6,1921,"['3894', '33192', '1241', '84497', '77335']",Ridley Scott,key488 key3036 key157894 key209714 key211105 gen12 gen18 gen28 act3894 act33192 act1241 act84497 act77335  ridleyscott,5.84
"[878, 28, 12]",13475,"[1612, 3822, 4040, 4300, 4379]","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",73.616808,2009-05-06,127.0,Released,Star Trek,7.4,4518,"['62064', '17306', '1749', '8783', '21089']",J.J. Abrams,key1612 key3822 key4040 key4300 key4379 gen878 gen28 gen12 act62064 act17306 act1749 act8783 act21089  j.j.abrams,7.02
"[14, 28]",557,"[1014, 3986, 4543, 5812, 6062]","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",82.502566,2002-05-01,121.0,Released,Spider-Man,6.8,5265,"['2219', '5293', '205', '17051', '19153']",Sam Raimi,key1014 key3986 key4543 key5812 key6062 gen14 gen28 act2219 act5293 act205 act17051 act19153  samraimi,6.62
"[14, 28, 12, 16, 35]",82702,"[494, 1157, 2858, 5895, 9663]","The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",100.21391,2014-06-12,102.0,Released,How to Train Your Dragon 2,7.6,3106,"['449', '17276', '41091', '21007', '112']",Dean Deblois,key494 key1157 key2858 key5895 key9663 gen14 gen28 gen12 gen16 gen35 act449 act17276 act41091 act21007 act112  deandeblois,7.04
"[28, 9648, 878]",13183,"[849, 1308, 1583, 4948, 9717]","In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",64.798873,2009-03-05,163.0,Released,Watchmen,7.0,2811,"['50463', '8289', '17832', '47296', '17178']",Zack Snyder,key849 key1308 key1583 key4948 key9717 gen28 gen9648 gen878 act50463 act8289 act17832 act47296 act17178  zacksnyder,6.64
"[12, 28, 878, 53]",72559,"[321, 782, 1328, 1576, 2534]","Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",59.325589,2013-03-26,110.0,Released,G.I. Joe: Retaliation,5.4,3025,"['18918', '51976', '88995', '62', '11007']",Jon M. Chu,key321 key782 key1328 key1576 key2534 gen12 gen28 gen878 gen53 act18918 act51976 act88995 act62 act11007  jonm.chu,5.66
"[28, 12, 878]",1771,"[242, 279, 1956, 2652, 8828]","Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",74.506246,2011-07-22,124.0,Released,Captain America: The First Avenger,6.6,7047,"['16828', '1331', '2176', '39459', '60898']",Joe Johnston,key242 key279 key1956 key2652 key8828 gen28 gen12 gen878 act16828 act1331 act2176 act39459 act60898  joejohnston,6.49
"[12, 14, 18, 10749]",50620,"[3133, 9840, 9990, 160184, 185616]","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",99.687084,2012-11-13,115.0,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,"['37917', '11288', '84214', '56857', '53755']",Bill Condon,key3133 key9840 key9990 key160184 key185616 gen12 gen14 gen18 gen10749 act37917 act11288 act84214 act56857 act53755  billcondon,6.1
"[878, 28, 12]",1724,"[242, 1809, 8828, 9715, 9717]","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",62.898336,2008-06-12,114.0,Released,The Incredible Hulk,6.1,3021,"['819', '882', '3129', '227', '1462']",Louis Leterrier,key242 key1809 key8828 key9715 key9717 gen878 gen28 gen12 act819 act882 act3129 act227 act1462  louisleterrier,6.1
"[37, 18, 12, 53]",281957,"[494, 570, 818, 1262, 1442]","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,2015-12-25,156.0,Released,The Revenant,7.3,6396,"['6193', '2524', '93491', '93210', '220448']",Alejandro González Iñárritu,key494 key570 key818 key1262 key1442 gen37 gen18 gen12 gen53 act6193 act2524 act93491 act93210 act220448  alejandrogonzáleziñárritu,7.03
"[16, 35, 10751, 37, 12]",44896,"[798, 1197, 2551, 12764, 14569]","When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",29.91353,2011-03-02,107.0,Released,Rango,6.6,2051,"['85', '52848', '13726', '2440', '658']",Gore Verbinski,key798 key1197 key2551 key12764 key14569 gen16 gen35 gen10751 gen37 gen12 act85 act52848 act13726 act2440 act658  goreverbinski,6.36
"[28, 18, 9648, 53]",2503,"[90, 417, 744, 782, 818]","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",45.381501,2007-08-03,115.0,Released,The Bourne Ultimatum,7.3,2888,"['1892', '12041', '11064', '349', '14887']",Paul Greengrass,key90 key417 key744 key782 key818 gen28 gen18 gen9648 gen53 act1892 act12041 act11064 act349 act14887  paulgreengrass,6.83
"[12, 16, 10751, 35]",9502,"[478, 779, 780, 1310, 1585]","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",84.689648,2008-06-04,90.0,Released,Kung Fu Panda,6.9,3145,"['70851', '4483', '11701', '18897', '140']",Mark Osborne,key478 key779 key780 key1310 key1585 gen12 gen16 gen10751 gen35 act70851 act4483 act11701 act18897 act140  markosborne,6.6
"[878, 28, 12]",102899,"[8828, 9715, 9717, 179430, 179431]","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361,2015-07-14,117.0,Released,Ant-Man,7.0,5880,"['22226', '3392', '19034', '74541', '21127']",Peyton Reed,key8828 key9715 key9717 key179430 key179431 gen878 gen28 gen12 act22226 act3392 act19034 act74541 act21127  peytonreed,6.78
"[12, 28, 878]",101299,"[271, 818, 1310, 1328, 1382]","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,2013-11-15,146.0,Released,The Hunger Games: Catching Fire,7.4,6495,"['72129', '27972', '96066', '57755', '9281']",Francis Lawrence,key271 key818 key1310 key1328 key1382 gen12 gen28 gen878 act72129 act27972 act96066 act57755 act9281  francislawrence,7.11
"[12, 53, 878]",74,"[447, 586, 3800, 4565, 5600]","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,2005-06-28,116.0,Released,War of the Worlds,6.2,2322,"['500', '501', '502', '503', '504']",Steven Spielberg,key447 key586 key3800 key4565 key5600 gen12 gen53 gen878 act500 act501 act502 act503 act504  stevenspielberg,6.15
"[28, 9648, 53]",27576,"[441, 470, 591, 1930, 2106]","As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,2010-07-21,100.0,Released,Salt,6.2,2093,"['11701', '23626', '5294', '7107', '6091']",Phillip Noyce,key441 key470 key591 key1930 key2106 gen28 gen9648 gen53 act11701 act23626 act5294 act7107 act6091  phillipnoyce,6.15
"[18, 12]",86834,"[3036, 9649, 195790, 209714]",A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,2014-03-20,139.0,Released,Noah,5.6,2350,"['934', '6161', '10990', '33235', '4173']",Darren Aronofsky,key3036 key9649 key195790 key209714 gen18 gen12 act934 act6161 act10990 act33235 act4173  darrenaronofsky,5.82
"[12, 16, 9648]",17578,"[483, 1316, 1454, 3423, 6956]","Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,2011-10-25,107.0,Released,The Adventures of Tintin,6.7,2061,"['478', '1333', '8784', '11109', '11108']",Steven Spielberg,key483 key1316 key1454 key3423 key6956 gen12 gen16 gen9648 act478 act1333 act8784 act11109 act11108  stevenspielberg,6.41
"[12, 14, 10751]",673,"[334, 2052, 2343, 2630, 3650]","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",79.679601,2004-05-31,141.0,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877,"['10980', '10989', '10990', '64', '11207']",Alfonso Cuarón,key334 key2052 key2343 key2630 key3650 gen12 gen14 gen10751 act10980 act10989 act10990 act64 act11207  alfonsocuarón,7.32
"[878, 28, 12]",82700,[4565],"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",42.840582,2013-05-30,100.0,Released,After Earth,5.0,2532,"['120724', '2888', '2598', '37153', '12797']",M. Night Shyamalan,key4565 gen878 gen28 gen12 act120724 act2888 act2598 act37153 act12797  m.nightshyamalan,5.46
"[12, 35, 14, 10751]",181533,"[1406, 2598, 5647, 9682, 209642]","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",115.597753,2014-12-17,97.0,Released,Night at the Museum: Secret of the Tomb,6.1,1851,"['7399', '17838', '221581', '2157', '887']",Shawn Levy,key1406 key2598 key5647 key9682 key209642 gen12 gen35 gen14 gen10751 act7399 act17838 act221581 act2157 act887  shawnlevy,6.1
"[16, 28, 35, 10751, 878]",38055,"[83, 248, 378, 1308, 1357]","Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,2010-10-28,95.0,Released,Megamind,6.7,1918,"['23659', '287', '56323', '21007', '212']",Tom Mcgrath,key83 key248 key378 key1308 key1357 gen16 gen28 gen35 gen10751 gen878 act23659 act287 act56323 act21007 act212  tommcgrath,6.4
"[12, 14, 10751]",671,"[616, 1441, 2343, 2630, 3335]","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",109.984351,2001-11-16,152.0,Released,Harry Potter and the Philosopher's Stone,7.5,7006,"['10980', '10989', '10990', '194', '10993']",Chris Columbus,key616 key1441 key2343 key2630 key3335 gen12 gen14 gen10751 act10980 act10989 act10990 act194 act10993  chriscolumbus,7.21
"[12, 14, 28]",22,"[911, 1318, 1319, 1321, 1459]","Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,2003-07-09,143.0,Released,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,"['85', '118', '114', '116', '1709']",Gore Verbinski,key911 key1318 key1319 key1321 key1459 gen12 gen14 gen28 act85 act118 act114 act116 act1709  goreverbinski,7.21
"[878, 12, 53]",131631,"[836, 4458, 4565, 6091, 9663]",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,2014-11-18,123.0,Released,The Hunger Games: Mockingjay - Part 1,6.6,5584,"['72129', '27972', '96066', '57755', '55636']",Francis Lawrence,key836 key4458 key4565 key6091 key9663 gen878 gen12 gen53 act72129 act27972 act96066 act57755 act55636  francislawrence,6.47
"[53, 9648]",591,"[90, 113, 186, 345, 818]","When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313197,2006-05-17,149.0,Released,The Da Vinci Code,6.5,2704,"['31', '2405', '1327', '6162', '1003']",Ron Howard,key90 key113 key186 key345 key818 gen53 gen9648 act31 act2405 act1327 act6162 act1003  ronhoward,6.33
"[12, 28, 878, 53]",36658,"[1852, 8828, 9715, 9717, 10761]","Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",2.871739,2003-04-24,133.0,Released,X2,6.8,3506,"['2387', '6968', '1327', '4587', '10696']",Bryan Singer,key1852 key8828 key9715 key9717 key10761 gen12 gen28 gen878 gen53 act2387 act6968 act1327 act4587 act10696  bryansinger,6.56
"[28, 53, 80]",51497,"[1161, 1812, 6089, 9777, 9844]","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,2011-04-20,130.0,Released,Fast Five,7.1,2438,"['12835', '8167', '22123', '8169', '8171']",Justin Lin,key1161 key1812 key6089 key9777 key9844 gen28 gen53 gen80 act12835 act8167 act22123 act8169 act8171  justinlin,6.67
