id,name
12391,boat chase
158584,tv news
159510,hollywood sign
159511,television repair
177958,mini cooper
2158,maze
4884,infection
14673,disease
18034,desert
162344,antidote
188950,corporation
204967,runner
213987,city ruin
219843,immunity
11325,shot to death
12355,sniper rifle
18115,retired
18117,female spy
165909,alarm
180124,quarry
11627,paranormal phenomena
12208,narration from grave
15001,demon
156174,occult
174406,combat photography
174413,reanimated corpse
5376,creativity
9977,part live action
10324,toys
204035,different worlds
210090,lego
11687,breaking the fourth wall
223060,self healing
5939,iraq
11219,navy seal
422,vietnam veteran
795,running
2956,vietnam
2957,vietnam war
10624,bully
162934,hugging
166980,shrimping
180204,wounded soldier
208143,park bench
215492,amputee
4245,hijacking
4265,somalia
12987,poverty
155238,hijack
167843,ship captain
195737,ship hijacking
195739,somali
2808,russian
15048,teenage prostitute
162380,ex soldier
163810,faked death
167104,loner
167164,call girl
175056,black ops
209525,mysterious past
960,homeless person
992,bus
2346,worker
2981,homelessness
4636,church service
4671,bad luck
10332,salesman
732,coma
1449,underworld
1794,yakuza
3582,bride
10704,female yakuza
18098,samurai sword
193521,part animation
2784,mother role
6145,right and justice
9457,single
4459,vegetarian
9368,tax collector
14743,pianist
33773,organ transplant
33774,blood type
172889,overhead camera shot
177465,attempted jailbreak
177473,engagement party
177482,mislaid trust
214810,bank fraud
231069,inspired by a true story
2596,lordship
4147,robin hood
9755,parody
187084,wishes come true
10663,train crash
13132,pistol
17994,firecracker
6270,high school
167541,buddy comedy
815,soulmates
1599,midlife crisis
9094,womanizer
9798,law school
14532,crazy
162914,one night
184297,mystery killer
1755,fascism
3099,satanism
3603,fascist
7525,chancellor
11476,personification of satan
172391,catholic priest
175949,catholic guilt
189995,jesuit
198331,vengeful spirit
208647,activist
208725,irish catholic
214978,vengeful
220888,jesuit priest
40931,witchcraft
177894,witch hunt
177900,witch hunter
177901,evil witch
190022,hansel and gretel
192655,guns
2847,entrapment
2901,crusader
14656,order of the templars
40847,near future
187019,robot cop
15124,framed
180172,framed for murder
5733,turkey
11464,bag over head
155888,teenage daughter
161994,stealing a car
163758,ex-husband ex-wife relationship
182045,albanian
185815,u.s. embassy
185817,killed in an elevator
185818,security guard killed
904,pennsylvania
11004,rural setting
166625,candlelight vigil
6152,supernatural
9259,vampire hunter
13116,one man army
14731,martial arts master
14935,disarming someone
156650,machine gun
162301,english subtitles in original
168859,hypodermic needle
175023,microscope
175036,secret headquarters
175041,bullet dodging
175042,bullet time
175048,kicked in the groin
175049,x rayed skeleton
175050,mouth guard
202322,imaginary
206695,master warrior
206813,supernatural ability
255,male nudity
293,female nudity
699,love at first sight
916,marseille
1438,office
2182,bars and restaurants
2562,press conference
2570,rock star
2571,tv show
2573,metal detector
7358,school performance
171366,multiple storylines
3126,ant
3338,invention
8790,ant-hill
9963,kids and family
11539,grass
1937,document
2430,hiding place
2519,canadian
15292,hanged man
34061,american abroad
159306,crane
159514,subtitled scene
161996,movie poster
185677,extraction
185684,iran hostage crisis
185686,sweatshop
185692,intelligence agent
185699,film studio
3230,male friendship
9964,crude humor
158538,north korea
191600,assassination attempt
195323,evil dictator
516,child abuse
2800,psychology
208349,child
210530,spiritism
11454,scam
390,skateboarding
951,delorean
952,lightning
956,almanac
10738,diner
33888,electric guitar
172251,walking cane
196664,high school dance
226370,hoverboard
226371,video phone
1475,telepathy
2235,drug mule
33637,superpower
34009,tough girl
157959,surgery
234944,brain capacity
234945,synthetic drug
234946,human brain
9785,perversion
9888,spanking
12547,billionaire
158713,bdsm
392,england
13153,spirit
14768,single mother
15043,paranormal investigation
161261,demonic possession
228935,valak
228936,annabelle
162749,creator
170209,frat party
171063,social network
171065,deposition
171067,intellectual property
171068,entrepreneur
171070,arrogance
220076,young entrepreneur
220831,facebook
386,railroad robber
957,indian territory
1544,locomotive
1582,saloon
2284,horseback riding
10125,mad scientist
10511,western
155573,wild west
156234,cavalry
174420,intern
15365,held captive
158973,black and white and color
171570,black and white to color
175593,mysterious killer
175600,doing the right thing
175603,mercedes
175610,silhouette
3203,pilot
14638,american
4034,class society
6069,class
3434,thailand
6941,tsunami
14724,family vacation
181012,tidal wave
188354,swept away
188356,separation from family
188374,boxing day
209493,21st century
128,love triangle
365,ghost train
366,sex-shop
367,shyness
1407,montmartre
5972,garden gnome
5973,journey round the world
6025,photography
714,child labour
1501,allegory
4655,hijacking of train
9862,dam
9897,rifle
10721,pregnant
33720,guilt
178993,duplicity
192311,social class
208085,population control
213921,perpetual winter
13194,planet
215299,environmental disaster
240,underdog
17977,underground fighting
186779,motivational speaker
209476,boxing
5378,world champion
6363,racing car
10284,formula 1
14782,trust
33513,desire
534,mexico
13037,drug smuggling
3508,underwear
8070,stag night
11462,lost weekend
11465,chapel
11467,hit with tire iron
11469,memory loss
188960,elevator
848,double life
852,chemical
5514,conspiracy of murder
6021,employee
10201,death of father
41158,stakeout
1854,world of fasion
3486,fashion journal
3488,job entrant
3489,job interview
4222,editor-in-chief
3667,time
41616,cops and robbers 
220487,rich vs poor
1224,radio station
1468,child murderer
1899,hunger
1968,prisoners of war
2431,ghetto riot
2435,warsaw ghetto
2436,polish resistance
5783,classical music
15261,erased memory
18029,trapped
2902,space battle
10014,jabba the hutt
10015,ewoks
6562,celebrity
8201,satire
8508,party
9712,possession
10123,dark comedy
160612,self-referential
207716,actor
1284,identity
2532,bomber
9887,surrealism
14605,helicopter pilot
2959,vietcong
2960,cambodia
10403,green beret
177275,napalm
718,confession
11314,f word
41308,syringe
41596,denial
158436,porn actress
185950,jesus freak
185952,baseball stadium
185953,perjury
185954,national transportation safety board
185957,flying upside down
185959,narcissist
185969,relapse
185974,substance abuse
612,hotel
5918,painting
14604,theft
172772,mentor protégé relationship
181046,european
188688,hotel lobby
207257,renaissance painting
931,jealousy
165503,boy next door
170722,new toy
1470,s.w.a.t.
2231,drug dealer
3857,lust and impulsiveness
3932,pride and vanity
4138,immoderateness
6125,pension
100,slum
3644,south africa
4339,johannesburg
6017,genetics
10650,prawn
11800,mockumentary
158276,metamorphosis
160910,xenophobia
195139,internment camp
229740,body transformation
231277,alien technology
233016,segregation
396,transporter
4327,stroke of fate
5212,advancement
156330,boxing trainer
207999,determination
493,poem
2689,dementia
7879,secret love
14708,tears
15224,candle
68648,mailbox
1803,drug addiction
10614,tragedy
13129,execution
18179,drug addict
177964,contract killer
437,painter
888,screenwriter
5152,midnight
5609,nostalgia
6162,past
12438,sculpture
155797,hemingway
1332,cheating
2103,old town
2968,grave
7578,wedding ring
10121,stop motion
18093,wedding ceremony
159947,parents
207592,piano
919,smoking
11719,dirty cop
160194,night vision
164881,death of daughter
191209,el paso
208397,death of wife
217064,mexican cartel
15070,forever
3623,cabin
11422,plot twist
13209,cabin in the woods
182022,filmed killing
182026,video wall
182036,speaker phone
182038,mounted animal head
1545,supermarket
9956,sausage
10637,food
18049,sex scene
155707,musical number
161919,adult animation
168867,grocery store
228646,gum
6027,music
10229,singer
10556,male female relationship
33928,audition
155939,group of friends
186120,singing competition
186136,female musician
186147,singing contest
209838,acapella
173259,arab
190536,genie
2860,heart
34117,cult film
162767,thuggee
174465,mine car
174468,rope bridge
174469,belching
174472,child driving a car
174476,eating brains
174480,splits
33965,christmas eve
162304,elevator shaft
6118,finances
9672,based on true story
11321,animated sequence
18040,loan
165193,financial crisis
179867,real estate
188072,mortgage
158651,realism
234368,kickass
178657,tech noir
2201,first time
2389,virgin
1900,immigration
10938,old man
33476,widower
198536,hmong
6019,human trafficking
13059,prostitution
197430,missing daughter
212801,ex cia agent
1631,concentration camp
1739,holocaust
3599,defense industry
194409,the holocaust
787,mississippi
2804,exploitation
6984,racial segregation
13028,writer
13097,maid
13098,moral courage
13099,ressentiment
176219,southern belle
204173,racial issues
209334,newspaper columnist
2249,camcorder
161791,kaiju
163053,found footage
2149,drug traffic
5616,united states–mexico barrier
1196,florida
214983,crime epic
214985,tampa
592,capitalism
701,cuba
947,prohibition
1578,loss of sister
2150,cocaine
157223,bitterness
796,police brutality
2885,prison cell
4779,delinquent
8622,parole board
12662,wrongful imprisonment
5133,body exchange
7315,hatter
210024,anime
1156,sister sister relationship
7312,road trip
8636,blood splatter
50009,survival horror
167068,twinkie
167081,body count
167085,zombification
167095,disposing of a dead body
167103,bitten on the arm
235354,fear of clowns
3373,snow storm
10016,lightsaber
160134,the force
178710,stormtrooper
210346,wookie
232452,jedi master
232453,jedi training
232454,droid
12375,transhumanism
34265,heartbreak
223540,singularity
224279,bittersweet
810,budapest
4198,descendant
34136,blunt
246,dancing
276,philadelphia
894,depression
10226,neighbor
41329,mental illness
155816,ex-wife
162970,institutionalization
189447,bipolar
189881,philadelphia eagles
485,nepal
487,cairo
2656,hat
2853,mediterranean
2854,ark of the covenant
2856,ten commandments
9032,excavation
65,holiday
207317,christmas
6259,psychopath
8087,horror
12565,psychological thriller
14895,cannibal
33872,animal in cast credits
208048,cannibalism
2626,exorcism
5713,rhode island
188989,supernatural power
228897,paranormal investigator
15189,violin player
155794,physical abuse
190477,cotton
197643,slave owner
209069,sold into slavery
209070,abolitionist
928,hairdresser
1415,small town
1435,scissors
6059,unsociability
2564,wheelchair
10241,caretaker
155209,caregiver
158558,disabled
169152,twenty something
191100,romantic drama
207443,dead end job
207819,accident
2337,pedophilia
18396,catholic
157008,catholic church
161304,september 11 2001
195240,investigative journalism
204357,cardinal
1604,operation
5625,relationship problems
10937,memory
12400,brainwashing
157171,nonlinear timeline
204374,love story
11615,internet
201871,dare
212562,cellphone video
229980,smartphone
235098,taking a risk
1443,clerk
1859,arizona
1879,shower
2669,motel
11677,secretary
13112,murderer
155790,private detective
233450,proto-slasher
1890,camping
9772,pubic hair
5274,iron
5275,pan
5277,territory
1611,hotelier
1981,colorado
3458,bartender
3598,ax
190107,snowed in
198471,off season
389,clock tower
953,guitar
955,plutonium
1743,journey in the past
9789,misfit
18425,teenage love
186189,hidden identity
189449,disorder
206720,teenage life
206735,misfit partners
206737,getting home
206738,inventions and discoveries
2640,twilight
3762,darkness
4652,bath house
5280,ghost world
6016,biology
196509,yokai
207695,japanese mythology
1009,baby
157632,fraternity
171400,fraternity house
183896,neighbor neighbor relationship
193674,bathroom humor
2422,mockery
6348,green
156257,jail cell
1297,predator
10333,stalking
14915,invisible
15402,popularity
18453,gossip
155722,teen comedy
189964,high school rivalry
190141,new girl at school
8764,times square
11440,long take
14531,play
156028,broadway
2300,despair
5303,utah
8122,canyon
8624,climbing
10984,true
159880,boulder
201712,climber
201713,isolated
201715,hikers
212412,very little dialogue
1412,becoming an adult
6517,young people
2345,spaceman
3385,cryogenics
3387,vacuum
3389,warrior woman
3591,settler
226177,xenomorph
1253,roommate
10079,hazing
167768,dorm room
177972,bickering
186117,dj
186125,film score
496,poetry
497,shakespeare
1992,professor
2132,literature
226128,filmes focados em um professor
6241,stupidity
8126,pill
9864,prank
11333,cigar smoking
159574,clumsiness
160962,stepmother stepdaughter relationship
167310,sitting on a toilet
167584,aspen colorado
167591,parakeet
167598,defecation
167608,scooter
167615,hotel suite
167617,endangered species
167619,foolish
215404,laxative
964,servant
2710,fairy
5882,franco regime
18129,labyrinth
207003,mythological
167268,police force
167284,cowboy costume
14903,home invasion
15075,mischief
169826,home alone
169829,suburban chicago
169850,mischievous child
1862,coming out
2483,nudity
2559,film maker
2918,estate agent
10532,suburbia
10683,coming of age
10776,marijuana
33611,exercise
166123,parent child relationship
229299,affair
1025,great britain
2135,radio
2471,monarchy
4305,radio transmission
4833,royal family
6001,speech
237,gay
208394,logician
208395,cryptography
8012,physicist
14641,based on memoir
190947,stephen hawking
196751,fictionalized biography
209063,motor neuron disease
229893,als
5956,stuntman
10183,independent film
47021,bullet
154892,head stomp
159700,getaway
167352,crime lord
181324,existentialism
226754,silent protagonist
234367,great soundtrack
418,white russian
419,dude
420,bowling
1337,carpet
5498,lsd
33626,millionaire
155291,cowboy
160846,ashes
163045,impregnation
167556,bowling team
198673,unemployed
200646,bowling ball
219881,weeds
901,groundhog
902,weather forecast
903,telecaster
905,alarm clock
10854,time loop
220046,groundhog day
958,indian lead
4325,game show
733,dancer
2340,paranoia
173646,swan lake
187256,ballerina
700,italo-american
1950,vororte
4232,melancholy
6049,praise
156024,corrupt politician
158261,bloody body of child
187788,man punches woman
2362,chaos theory
2583,blackout
1448,distrust
2887,manipulation
10124,laboratory
14755,power outage
161219,consciousness
186523,lockdown
212737,philosophical
214820,robot human relationship
227497,turing test
233005,cybernetics
9229,grandparents
15381,captive
221604,shed
221605,skylight
5091,kiss
10519,freshman
33910,high school student
158199,aunt nephew relationship
158968,gay lead character
160500,santa hat
163037,lgbt teen
180861,aunt nephew incest
3649,holy water
3684,religion and supernatural
5569,vomit
9754,profanity
10112,ouija board
10138,satan
14659,girl
18402,strong language
179564,disturbed child
179567,crisis of faith
198435,sfx
1913,atlantic ocean
2069,bathing
2993,police chief
2996,ferry boat
11280,dolly zoom
15098,great white shark
6139,innocence
44447,pie
156777,teenage sexuality
160140,exchange student
178649,voyeurism
208445,virginity
226226,prom night
2350,seattle
10216,outcast
12105,student
587,amsterdam
193400,teen drama
210429,oxygen tank
160243,classmate
394,gypsy
397,bare knuckle boxing
398,slang
900,trailer park
7155,receiving of stolen goods
33461,diamond
227892,pikey
4271,hermit
11107,rescue mission
11195,empire
155336,smuggler
178712,totalitarianism
3714,human being
12185,moon base
34152,evolution
155689,monolith
455,farewell
1007,homesickness
3197,riding a bicycle
4527,flowerpot
5958,finger
1480,baseball
2463,harvard university
3734,ambition
6257,genius
10756,janitor
11018,irish
11268,psychologist
33519,courtroom
228041,prodigy
376,neo-nazi
379,skinhead
5301,brother
6496,basketball
9890,jail
10873,school
159950,neo nazism
165583,interracial friendship
191726,nazism
215876,prison rape
1828,space suit
1829,beheading
157634,parasite
181034,h. r. giger
3544,machete
15068,one day
15069,masked man
33632,apartment
187028,gatling gun
4076,massage
8627,stolen money
9730,crime boss
10104,dance contest
11242,junkyard
11423,kamikaze
11434,ambiguous ending
11435,briefcase
11442,heirloom
11446,pulp fiction
11447,reference to al green
1353,underground
3586,tv station
167925,employer employee relationship
211062,ethics
215774,stringer
174075,white collar
174076,harvard business school
174085,child of divorce
174089,unreliable narrator
217076,voice imitation
11870,teen movie
189868,rumor
1525,puberty
3089,oscar award
3725,pregnancy and birth
5808,pregnant minor
5825,precocity
6281,partnership
173186,teenage pregnancy
4677,patriarch
11590,italian american
33421,crime family
165725,rise to power
166462,mob boss
2861,gallery
4434,interview
5923,sister
10855,fate
13088,summer
180509,ikea
201689,year
201696,heartache
33556,urban setting
5493,relatives
18024,hungarian
18027,sibling
2321,bunker
9866,basement
10833,survivalist
13063,car accident
515,women
740,aids
9766,hiv
328,insulin
828,waitress
3973,insurance salesman
33874,polaroid
639,record collection
2382,flower
2836,cheese
5319,pub
6581,surrey
14744,english
18298,tv show in film
33615,cricket bat
33616,broken bottle
155479,british pub
191076,english pub
233944,you've got red on you
2375,junkie
2671,heroin
3429,diet
33625,illegal prostitution
5674,school presentation
11011,morality
1824,self-destruction
2574,lunatic asylum
6334,basic rights and human rights
213,upper class
922,hotel room
1004,commercial
1005,karaoke
1895,jet lag
3490,pop star
1850,daily life
2783,family's daily life
5768,urban life
9825,growing up
10303,domestic abuse
15025,parenting
15160,divorce
184439,divorced parents
212643,abusive husband
1416,jazz
1640,conservatory
2176,music teacher
33896,montage
156823,drummer
170418,public humiliation
176095,jazz band
207739,music school
2334,nightclub
2694,cold turkey
3131,modern society
11635,monologue
155936,recovering drug addict
156117,illegal drugs
168179,drug deal
180431,drug rehabilitation
206829,drug culture
230607,antihero
7246,barricade
221957,constitutional convention
221958,legalized murder
221960,social allegory
3364,sushi restaurant
5585,notebook
7412,sin
14778,urination
18047,anger
33841,incest
159544,south hypnosis
351,poison
2013,attempted murder
3758,appearance
13000,based on short film
13125,sadist
157367,chained
157375,bludgeoning
6099,jewelry
10092,mystery
11071,plan gone wrong
157892,warehouse
170313,all male cast
171826,told in flashback
177438,heist gone wrong
201058,foreshadowing
207784,rendezvous
224552,iconic
233069,set in one room
233072,uneasy alliance
233073,rag tag group
972,refugee
2125,gallows
156212,spaghetti western
7368,alienation
9622,misanthrope
1417,jurors
2118,sultriness
2122,death penalty
2123,father murder
2124,puerto rican
2142,anonymity
3012,court case
3772,heat
6040,group
