genres,id,keywords,overview,popularity,release_date,runtime,status,title,vote_average,vote_count,actors,director,metadata_soup,weight_rating
"[14, 16, 10751]",81188,"[1566, 1991, 3030, 9923, 33597, 41581, 41584, 179431]","When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",61.788035,2012-11-21,97.0,Released,Rise of the Guardians,7.1,1922,"['62064', '7447', '9642', '52848', '6968', '234479', '87056', '1271684', '1364655', '1364656']",Peter Ramsey,key1566 key1991 key3030 key9923 key33597 key41581 key41584 key179431 gen14 gen16 gen10751 act62064 act7447 act9642 act52848 act6968 act234479 act87056 act1271684 act1364655 act1364656  peterramsey,6.61
"[18, 28, 10752, 36]",616,"[233, 1327, 1335, 1400, 1402, 1462, 1543, 1908, 1938, 2001, 2156, 2280, 2568, 2796, 2802, 2905, 3070, 3072, 3073, 3074, 3077, 3078, 3080, 4549, 10089, 13065, 33457, 33564, 170007, 207928, 220492]","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",52.341226,2003-12-05,154.0,Released,The Last Samurai,7.3,1895,"['500', '3899', '7676', '9186', '9188', '3417', '9189', '9190', '9191', '9192']",Edward Zwick,key233 key1327 key1335 key1400 key1402 key1462 key1543 key1908 key1938 key2001 key2156 key2280 key2568 key2796 key2802 key2905 key3070 key3072 key3073 key3074 key3077 key3078 key3080 key4549 key10089 key13065 key33457 key33564 key170007 key207928 key220492 gen18 gen28 gen10752 gen36 act500 act3899 act7676 act9186 act9188 act3417 act9189 act9190 act9191 act9192  edwardzwick,6.7
"[12, 18, 28]",147441,"[488, 3036, 157894, 209714, 211105]","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",101.599427,2014-12-03,150.0,Released,Exodus: Gods and Kings,5.6,1921,"['3894', '33192', '1241', '84497', '77335', '77122', '10205', '2282', '765', '1264233']",Ridley Scott,key488 key3036 key157894 key209714 key211105 gen12 gen18 gen28 act3894 act33192 act1241 act84497 act77335 act77122 act10205 act2282 act765 act1264233  ridleyscott,5.84
"[878, 28, 12]",13475,"[1612, 3822, 4040, 4300, 4379, 4380, 5100, 9675, 9684, 9685, 9686, 12388, 12405, 155212, 156282, 161176, 161184]","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",73.616808,2009-05-06,127.0,Released,Star Trek,7.4,4518,"['62064', '17306', '1749', '8783', '21089', '1372', '8691', '11108', '68842', '21028']",J.J. Abrams,key1612 key3822 key4040 key4300 key4379 key4380 key5100 key9675 key9684 key9685 key9686 key12388 key12405 key155212 key156282 key161176 key161184 gen878 gen28 gen12 act62064 act17306 act1749 act8783 act21089 act1372 act8691 act11108 act68842 act21028  j.j.abrams,7.02
"[14, 28]",557,"[1014, 3986, 4543, 5812, 6062, 8828, 9715, 11794, 156075, 169887, 189094]","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",82.502566,2002-05-01,121.0,Released,Spider-Man,6.8,5265,"['2219', '5293', '205', '17051', '19153', '18998', '18999', '20580', '5502', '20582']",Sam Raimi,key1014 key3986 key4543 key5812 key6062 key8828 key9715 key11794 key156075 key169887 key189094 gen14 gen28 act2219 act5293 act205 act17051 act19153 act18998 act18999 act20580 act5502 act20582  samraimi,6.62
"[14, 28, 12, 16, 35, 10751]",82702,"[494, 1157, 2858, 5895, 9663, 10084, 12554, 157499, 175421, 192913, 209714]","The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",100.21391,2014-06-12,102.0,Released,How to Train Your Dragon 2,7.6,3106,"['449', '17276', '41091', '21007', '112', '938', '239019', '54691', '51990', '59174']",Dean Deblois,key494 key1157 key2858 key5895 key9663 key10084 key12554 key157499 key175421 key192913 key209714 gen14 gen28 gen12 gen16 gen35 gen10751 act449 act17276 act41091 act21007 act112 act938 act239019 act54691 act51990 act59174  deandeblois,7.04
"[28, 9648, 878]",13183,"[849, 1308, 1583, 4948, 9717, 10410, 18139, 34161, 157938, 158456, 173995, 174008, 174016, 174019, 208289]","In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",64.798873,2009-03-05,163.0,Released,Watchmen,7.0,2811,"['50463', '8289', '17832', '47296', '17178', '17183', '1247', '40009', '230', '79343']",Zack Snyder,key849 key1308 key1583 key4948 key9717 key10410 key18139 key34161 key157938 key158456 key173995 key174008 key174016 key174019 key208289 gen28 gen9648 gen878 act50463 act8289 act17832 act47296 act17178 act17183 act1247 act40009 act230 act79343  zacksnyder,6.64
"[12, 28, 878, 53]",72559,"[321, 782, 1328, 1576, 2534, 3467, 8570, 10084, 10410, 14601, 14643, 18420, 191574]","Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",59.325589,2013-03-26,110.0,Released,G.I. Joe: Retaliation,5.4,3025,"['18918', '51976', '88995', '62', '11007', '38673', '25002', '78147', '56614', '972356']",Jon M. Chu,key321 key782 key1328 key1576 key2534 key3467 key8570 key10084 key10410 key14601 key14643 key18420 key191574 gen12 gen28 gen878 gen53 act18918 act51976 act88995 act62 act11007 act38673 act25002 act78147 act56614 act972356  jonm.chu,5.66
"[28, 12, 878]",1771,"[242, 279, 1956, 2652, 8828, 9715, 9717, 11064, 15060, 41523, 173775, 179430, 180547, 209714]","Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",74.506246,2011-07-22,124.0,Released,Captain America: The First Avenger,6.6,7047,"['16828', '1331', '2176', '39459', '60898', '55470', '2231', '2283', '13014', '58502']",Joe Johnston,key242 key279 key1956 key2652 key8828 key9715 key9717 key11064 key15060 key41523 key173775 key179430 key180547 key209714 gen28 gen12 gen878 act16828 act1331 act2176 act39459 act60898 act55470 act2231 act2283 act13014 act58502  joejohnston,6.49
"[12, 14, 18, 10749]",50620,"[3133, 9840, 9990, 160184, 185616, 185628, 185629, 185632, 185633, 185644, 185645, 185648, 185653, 185655, 185668, 231407]","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",99.687084,2012-11-13,115.0,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,"['37917', '11288', '84214', '56857', '53755', '45827', '84215', '34502', '59252', '21029']",Bill Condon,key3133 key9840 key9990 key160184 key185616 key185628 key185629 key185632 key185633 key185644 key185645 key185648 key185653 key185655 key185668 key231407 gen12 gen14 gen18 gen10749 act37917 act11288 act84214 act56857 act53755 act45827 act84215 act34502 act59252 act21029  billcondon,6.1
"[878, 28, 12]",1724,"[242, 1809, 8828, 9715, 9717, 10562, 10718, 10834, 12555, 160977, 162365, 179100, 180547, 200918, 202816]","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",62.898336,2008-06-12,114.0,Released,The Incredible Hulk,6.1,3021,"['819', '882', '3129', '227', '1462', '15232', '68277', '68278', '19137', '1215283']",Louis Leterrier,key242 key1809 key8828 key9715 key9717 key10562 key10718 key10834 key12555 key160977 key162365 key179100 key180547 key200918 key202816 gen878 gen28 gen12 act819 act882 act3129 act227 act1462 act15232 act68277 act68278 act19137 act1215283  louisleterrier,6.1
"[37, 18, 12, 53]",281957,"[494, 570, 818, 1262, 1442, 2522, 3593, 9454, 9748, 9826, 10322, 10349, 10468, 10794, 14819, 157164, 158175, 159138, 185722, 194976]","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,2015-12-25,156.0,Released,The Revenant,7.3,6396,"['6193', '2524', '93491', '93210', '220448', '1126405', '7742', '526', '32205', '1099848']",Alejandro González Iñárritu,key494 key570 key818 key1262 key1442 key2522 key3593 key9454 key9748 key9826 key10322 key10349 key10468 key10794 key14819 key157164 key158175 key159138 key185722 key194976 gen37 gen18 gen12 gen53 act6193 act2524 act93491 act93210 act220448 act1126405 act7742 act526 act32205 act1099848  alejandrogonzáleziñárritu,7.03
"[16, 35, 10751, 37, 12]",44896,"[798, 1197, 2551, 12764, 14569, 14570, 14571, 14585, 14586, 14587, 14588]","When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",29.91353,2011-03-02,107.0,Released,Rango,6.6,2051,"['85', '52848', '13726', '2440', '658', '17140', '26054', '18082', '5538', '17401']",Gore Verbinski,key798 key1197 key2551 key12764 key14569 key14570 key14571 key14585 key14586 key14587 key14588 gen16 gen35 gen10751 gen37 gen12 act85 act52848 act13726 act2440 act658 act17140 act26054 act18082 act5538 act17401  goreverbinski,6.36
"[28, 18, 9648, 53]",2503,"[90, 417, 744, 782, 818, 1295, 3246, 3851, 3864, 4087, 6086, 6110, 6710, 9663, 10410, 10950, 11134, 14735, 14819, 14967, 18269, 164148, 185702, 187844, 226521, 226522]","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",45.381501,2007-08-03,115.0,Released,The Bourne Ultimatum,7.3,2888,"['1892', '12041', '11064', '349', '14887', '25616', '3926', '11148', '27030', '17199']",Paul Greengrass,key90 key417 key744 key782 key818 key1295 key3246 key3851 key3864 key4087 key6086 key6110 key6710 key9663 key10410 key10950 key11134 key14735 key14819 key14967 key18269 key164148 key185702 key187844 key226521 key226522 gen28 gen18 gen9648 gen53 act1892 act12041 act11064 act349 act14887 act25616 act3926 act11148 act27030 act17199  paulgreengrass,6.83
"[12, 16, 10751, 35]",9502,"[478, 779, 780, 1310, 1585, 1946, 1998, 2660, 3930, 4809, 6362, 8531, 9362, 11500, 14955, 15036, 15149, 33401, 40850, 156075, 179430, 185319, 193046]","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",84.689648,2008-06-04,90.0,Released,Kung Fu Panda,6.9,3145,"['70851', '4483', '11701', '18897', '140', '212', '9462', '20904', '58873', '6972']",Mark Osborne,key478 key779 key780 key1310 key1585 key1946 key1998 key2660 key3930 key4809 key6362 key8531 key9362 key11500 key14955 key15036 key15149 key33401 key40850 key156075 key179430 key185319 key193046 gen12 gen16 gen10751 gen35 act70851 act4483 act11701 act18897 act140 act212 act9462 act20904 act58873 act6972  markosborne,6.6
"[878, 28, 12]",102899,"[8828, 9715, 9717, 179430, 179431, 180547, 209714]","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361,2015-07-14,117.0,Released,Ant-Man,7.0,5880,"['22226', '3392', '19034', '74541', '21127', '454', '76126', '53650', '65829', '20750']",Peyton Reed,key8828 key9715 key9717 key179430 key179431 key180547 key209714 gen878 gen28 gen12 act22226 act3392 act19034 act74541 act21127 act454 act76126 act53650 act65829 act20750  peytonreed,6.78
"[12, 28, 878]",101299,"[271, 818, 1310, 1328, 1382, 2136, 2903, 2964, 4565, 5740, 6186, 8570, 8862, 9663, 9826, 10349, 10410, 11196, 11221, 11322, 12380, 14601, 15017, 156395, 171956, 223438]","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,2013-11-15,146.0,Released,The Hunger Games: Catching Fire,7.4,6495,"['72129', '27972', '96066', '57755', '9281', '77069', '1233', '2954', '2283', '55636']",Francis Lawrence,key271 key818 key1310 key1328 key1382 key2136 key2903 key2964 key4565 key5740 key6186 key8570 key8862 key9663 key9826 key10349 key10410 key11196 key11221 key11322 key12380 key14601 key15017 key156395 key171956 key223438 gen12 gen28 gen878 act72129 act27972 act96066 act57755 act9281 act77069 act1233 act2954 act2283 act55636  francislawrence,7.11
"[12, 53, 878]",74,"[447, 586, 3800, 4565, 5600, 12332, 14909, 207569]","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,2005-06-28,116.0,Released,War of the Worlds,6.2,2322,"['500', '501', '502', '503', '504', '505', '506', '192', '33500', '75604']",Steven Spielberg,key447 key586 key3800 key4565 key5600 key12332 key14909 key207569 gen12 gen53 gen878 act500 act501 act502 act503 act504 act505 act506 act192 act33500 act75604  stevenspielberg,6.15
"[28, 9648, 53]",27576,"[441, 470, 591, 1930, 2106, 2111, 3637, 4776, 9748, 10562, 10950, 11134, 11322, 12366, 13015, 14819, 190654, 190981, 208314]","As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,2010-07-21,100.0,Released,Salt,6.2,2093,"['11701', '23626', '5294', '7107', '6091', '1116905', '44826', '6861', '53573', '118377']",Phillip Noyce,key441 key470 key591 key1930 key2106 key2111 key3637 key4776 key9748 key10562 key10950 key11134 key11322 key12366 key13015 key14819 key190654 key190981 key208314 gen28 gen9648 gen53 act11701 act23626 act5294 act7107 act6091 act1116905 act44826 act6861 act53573 act118377  phillipnoyce,6.15
"[18, 12]",86834,"[3036, 9649, 195790, 209714]",A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,2014-03-20,139.0,Released,Noah,5.6,2350,"['934', '6161', '10990', '33235', '4173', '5538', '79072', '1274232', '230680', '20982']",Darren Aronofsky,key3036 key9649 key195790 key209714 gen18 gen12 act934 act6161 act10990 act33235 act4173 act5538 act79072 act1274232 act230680 act20982  darrenaronofsky,5.82
"[12, 16, 9648]",17578,"[483, 1316, 1454, 3423, 6956, 10733, 11121, 12193, 209714, 210313]","Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,2011-10-25,107.0,Released,The Adventures of Tintin,6.7,2061,"['478', '1333', '8784', '11109', '11108', '2130', '1711', '2220', '13014', '1670']",Steven Spielberg,key483 key1316 key1454 key3423 key6956 key10733 key11121 key12193 key209714 key210313 gen12 gen16 gen9648 act478 act1333 act8784 act11109 act11108 act2130 act1711 act2220 act13014 act1670  stevenspielberg,6.41
"[12, 14, 10751]",673,"[334, 2052, 2343, 2630, 3650, 3872, 3873, 3884, 3904, 4252, 4379, 12392, 12564, 33783, 33784, 179430]","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",79.679601,2004-05-31,141.0,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877,"['10980', '10989', '10990', '64', '11207', '4566', '5658', '1923', '10993', '7056']",Alfonso Cuarón,key334 key2052 key2343 key2630 key3650 key3872 key3873 key3884 key3904 key4252 key4379 key12392 key12564 key33783 key33784 key179430 gen12 gen14 gen10751 act10980 act10989 act10990 act64 act11207 act4566 act5658 act1923 act10993 act7056  alfonsocuarón,7.32
"[878, 28, 12]",82700,[4565],"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",42.840582,2013-05-30,100.0,Released,After Earth,5.0,2532,"['120724', '2888', '2598', '37153', '12797', '62879', '142193', '62562', '94798', '1272929']",M. Night Shyamalan,key4565 gen878 gen28 gen12 act120724 act2888 act2598 act37153 act12797 act62879 act142193 act62562 act94798 act1272929  m.nightshyamalan,5.46
"[12, 35, 14, 10751]",181533,"[1406, 2598, 5647, 9682, 209642]","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",115.597753,2014-12-17,97.0,Released,Night at the Museum: Secret of the Tomb,6.1,1851,"['7399', '17838', '221581', '2157', '887', '61303', '46074', '2282', '17835', '1937']",Shawn Levy,key1406 key2598 key5647 key9682 key209642 gen12 gen35 gen14 gen10751 act7399 act17838 act221581 act2157 act887 act61303 act46074 act2282 act17835 act1937  shawnlevy,6.1
"[16, 28, 35, 10751, 878]",38055,"[83, 248, 378, 1308, 1357, 1419, 1718, 1919, 2095, 2217, 2598, 4127, 8803, 11477, 12193, 179431, 219826]","Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,2010-10-28,95.0,Released,Megamind,6.7,1918,"['23659', '287', '56323', '21007', '212', '7399', '15009', '936672', '18864', '1364656']",Tom Mcgrath,key83 key248 key378 key1308 key1357 key1419 key1718 key1919 key2095 key2217 key2598 key4127 key8803 key11477 key12193 key179431 key219826 gen16 gen28 gen35 gen10751 gen878 act23659 act287 act56323 act21007 act212 act7399 act15009 act936672 act18864 act1364656  tommcgrath,6.4
"[12, 14, 10751]",671,"[616, 1441, 2343, 2630, 3335, 3650, 3872, 4238, 4456, 170362, 223438]","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",109.984351,2001-11-16,152.0,Released,Harry Potter and the Philosopher's Stone,7.5,7006,"['10980', '10989', '10990', '194', '10993', '1923', '4566', '10978', '10983', '10985']",Chris Columbus,key616 key1441 key2343 key2630 key3335 key3650 key3872 key4238 key4456 key170362 key223438 gen12 gen14 gen10751 act10980 act10989 act10990 act194 act10993 act1923 act4566 act10978 act10983 act10985  chriscolumbus,7.21
"[12, 14, 28]",22,"[911, 1318, 1319, 1321, 1459, 1860, 3266, 4062, 5600, 5744, 11086, 11087, 12988, 33457, 157186, 167861, 179430, 185200, 235625, 235626]","Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,2003-07-09,143.0,Released,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,"['85', '118', '114', '116', '1709', '378', '2449', '8691', '1710', '1711']",Gore Verbinski,key911 key1318 key1319 key1321 key1459 key1860 key3266 key4062 key5600 key5744 key11086 key11087 key12988 key33457 key157186 key167861 key179430 key185200 key235625 key235626 gen12 gen14 gen28 act85 act118 act114 act116 act1709 act378 act2449 act8691 act1710 act1711  goreverbinski,7.21
"[878, 12, 53]",131631,"[836, 4458, 4565, 6091, 9663, 11322, 18101, 18249, 162484, 162845, 165299, 207569, 223438]",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,2014-11-18,123.0,Released,The Hunger Games: Mockingjay - Part 1,6.6,5584,"['72129', '27972', '96066', '57755', '55636', '1233', '1231', '530025', '237455', '9281']",Francis Lawrence,key836 key4458 key4565 key6091 key9663 key11322 key18101 key18249 key162484 key162845 key165299 key207569 key223438 gen878 gen12 gen53 act72129 act27972 act96066 act57755 act55636 act1233 act1231 act530025 act237455 act9281  francislawrence,6.47
"[53, 9648]",591,"[90, 113, 186, 345, 818, 1222, 2908, 2966, 2969, 2970, 2975, 2976, 2978, 4008, 10410, 11855, 156081, 161207, 161507, 161508, 163531, 173162]","When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313197,2006-05-17,149.0,Released,The Da Vinci Code,6.5,2704,"['31', '2405', '1327', '6162', '1003', '658', '920', '34259', '20795', '38885']",Ron Howard,key90 key113 key186 key345 key818 key1222 key2908 key2966 key2969 key2970 key2975 key2976 key2978 key4008 key10410 key11855 key156081 key161207 key161507 key161508 key163531 key173162 gen53 gen9648 act31 act2405 act1327 act6162 act1003 act658 act920 act34259 act20795 act38885  ronhoward,6.33
"[12, 28, 878, 53]",36658,"[1852, 8828, 9715, 9717, 10761]","Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",2.871739,2003-04-24,133.0,Released,X2,6.8,3506,"['2387', '6968', '1327', '4587', '10696', '11006', '11008', '1248', '10697', '52374']",Bryan Singer,key1852 key8828 key9715 key9717 key10761 gen12 gen28 gen878 gen53 act2387 act6968 act1327 act4587 act10696 act11006 act11008 act1248 act10697 act52374  bryansinger,6.56
"[28, 53, 80]",51497,"[1161, 1812, 6089, 9777, 9844, 10051, 10291, 10562, 10594, 10718, 11148, 12414, 33885, 156395, 159953, 179431]","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,2011-04-20,130.0,Released,Fast Five,7.1,2438,"['12835', '8167', '22123', '8169', '8171', '31841', '61697', '90633', '96321', '90634']",Justin Lin,key1161 key1812 key6089 key9777 key9844 key10051 key10291 key10562 key10594 key10718 key11148 key12414 key33885 key156395 key159953 key179431 gen28 gen53 gen80 act12835 act8167 act22123 act8169 act8171 act31841 act61697 act90633 act96321 act90634  justinlin,6.67
"[12, 28, 80, 9648]",58574,"[1752, 10028, 18023]","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.499621,2011-11-22,129.0,Released,Sherlock Holmes: A Game of Shadows,7.0,3886,"['3223', '9642', '15440', '87722', '17521', '11855', '1665', '11275', '84865', '54807']",Guy Ritchie,key1752 key10028 key18023 gen12 gen28 gen80 gen9648 act3223 act9642 act15440 act87722 act17521 act11855 act1665 act11275 act84865 act54807  guyritchie,6.71
"[12, 14, 28]",18823,"[2033, 2035, 2036, 8985, 10863, 11624, 33696, 161170, 161171, 161172, 162861, 162862, 209714]","Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,2010-04-01,106.0,Released,Clash of the Titans,5.6,2233,"['65731', '3896', '5469', '59620', '973', '28109', '114018', '1019', '114019', '59592']",Louis Leterrier,key2033 key2035 key2036 key8985 key10863 key11624 key33696 key161170 key161171 key161172 key162861 key162862 key209714 gen12 gen14 gen28 act65731 act3896 act5469 act59620 act973 act28109 act114018 act1019 act114019 act59592  louisleterrier,5.82
"[28, 53]",49040,"[782, 1994, 5729, 11767, 15219, 18067, 18254, 181620, 181623, 181628, 181632, 181635, 181637, 181641, 181644, 181648, 181650, 181651]","New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,2012-08-08,120.0,Released,The Bourne Legacy,6.0,2651,"['17604', '3293', '819', '349', '825', '11148', '2517', '3926', '87070', '25072']",Tony Gilroy,key782 key1994 key5729 key11767 key15219 key18067 key18254 key181620 key181623 key181628 key181632 key181635 key181637 key181641 key181644 key181648 key181650 key181651 gen28 gen53 act17604 act3293 act819 act349 act825 act11148 act2517 act3926 act87070 act25072  tonygilroy,6.04
"[28, 12, 878, 53]",435,"[83, 295, 843, 2210, 2212, 2213, 2214, 2215, 2216, 2218, 2219, 2220, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 3693, 6086, 10794, 12670, 14760, 34161, 157160, 199076]","After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",41.380094,2004-05-26,124.0,Released,The Day After Tomorrow,6.2,2392,"['6065', '131', '4730', '6066', '6067', '6068', '6069', '6070', '3134', '6071']",Roland Emmerich,key83 key295 key843 key2210 key2212 key2213 key2214 key2215 key2216 key2218 key2219 key2220 key2221 key2222 key2223 key2224 key2225 key2226 key2227 key3693 key6086 key10794 key12670 key14760 key34161 key157160 key199076 gen28 gen12 gen878 gen53 act6065 act131 act4730 act6066 act6067 act6068 act6069 act6070 act3134 act6071  rolandemmerich,6.15
